"Date","Price","Open","High","Low","Vol.","Change %"
"29-07-2013","19,593.28","19,714.42","19,751.03","19,570.87","9.93K","-0.78%"
"26-07-2013","19,748.19","19,892.47","19,907.45","19,699.76","10.95K","-0.29%"
"25-07-2013","19,804.76","20,062.00","20,110.81","19,763.90","12.79K","-1.42%"
"24-07-2013","20,090.68","20,200.20","20,252.70","19,994.25","8.02K","-1.04%"
"23-07-2013","20,302.13","20,249.98","20,351.06","20,249.98","7.79K","0.71%"
"22-07-2013","20,159.12","20,096.71","20,264.90","20,065.69","9.41K","0.05%"
"19-07-2013","20,149.85","20,213.45","20,256.60","20,111.13","11.69K","0.11%"
"18-07-2013","20,128.41","19,999.51","20,176.90","19,956.20","9.74K","0.90%"
"17-07-2013","19,948.73","19,928.95","19,983.22","19,778.54","10.45K","0.49%"
"16-07-2013","19,851.23","19,788.09","19,890.63","19,649.58","8.05K","-0.91%"
"15-07-2013","20,034.48","19,926.10","20,072.44","19,883.19","7.00K","0.38%"
"12-07-2013","19,958.47","19,898.69","19,991.94","19,785.59","7.59K","1.44%"
"11-07-2013","19,676.06","19,468.46","19,723.51","19,468.46","8.37K","1.98%"
"10-07-2013","19,294.12","19,482.66","19,505.93","19,237.91","7.90K","-0.75%"
"09-07-2013","19,439.48","19,399.37","19,486.00","19,380.25","6.57K","0.59%"
"08-07-2013","19,324.77","19,418.98","19,422.69","19,185.92","8.40K","-0.88%"
"05-07-2013","19,495.82","19,568.79","19,640.27","19,477.74","10.05K","0.44%"
"04-07-2013","19,410.84","19,256.12","19,445.02","19,245.01","9.60K","1.22%"
"03-07-2013","19,177.76","19,347.11","19,347.11","19,147.31","9.54K","-1.47%"
"02-07-2013","19,463.82","19,573.93","19,589.14","19,442.75","9.16K","-0.58%"
"01-07-2013","19,577.39","19,352.48","19,598.43","19,347.57","8.54K","0.94%"
"28-06-2013","19,395.81","19,093.18","19,432.94","19,093.18","14.07K","2.75%"
"27-06-2013","18,875.95","18,716.11","18,925.75","18,688.28","9.91K","1.75%"
"26-06-2013","18,552.12","18,662.37","18,690.50","18,514.35","9.16K","-0.41%"
"25-06-2013","18,629.15","18,602.25","18,802.31","18,487.30","10.83K","0.48%"
"24-06-2013","18,540.89","18,714.06","18,714.06","18,467.16","11.13K","-1.24%"
"21-06-2013","18,774.24","18,695.80","18,820.81","18,615.14","14.70K","0.29%"
"20-06-2013","18,719.29","19,069.20","19,069.20","18,687.19","14.26K","-2.74%"
"19-06-2013","19,245.70","19,224.09","19,274.26","19,100.13","10.50K","0.12%"
"18-06-2013","19,223.28","19,329.17","19,383.61","19,191.37","8.64K","-0.53%"
"17-06-2013","19,325.87","19,249.90","19,344.28","19,084.68","7.01K","0.77%"
"14-06-2013","19,177.93","18,959.83","19,213.10","18,952.09","10.34K","1.86%"
"13-06-2013","18,827.16","18,897.49","18,914.13","18,765.53","13.19K","-1.12%"
"12-06-2013","19,041.13","19,103.96","19,143.24","18,969.08","10.76K","-0.53%"
"11-06-2013","19,143.00","19,382.22","19,418.74","19,121.18","14.21K","-1.53%"
"10-06-2013","19,441.07","19,530.35","19,585.75","19,366.82","6.42K","0.06%"
"07-06-2013","19,429.23","19,522.31","19,711.55","19,397.51","7.05K","-0.46%"
"06-06-2013","19,519.49","19,503.68","19,635.37","19,395.32","6.67K","-0.25%"
"05-06-2013","19,568.22","19,532.42","19,604.43","19,441.35","5.63K","0.11%"
"04-06-2013","19,545.78","19,605.68","19,742.70","19,522.47","5.99K","-0.33%"
"03-06-2013","19,610.48","19,859.22","19,860.19","19,541.97","7.31K","-0.76%"
"31-05-2013","19,760.30","20,186.67","20,191.29","19,730.55","9.46K","-2.25%"
"30-05-2013","20,215.40","20,066.94","20,254.03","20,066.14","9.50K","0.34%"
"29-05-2013","20,147.64","20,202.51","20,216.49","20,044.74","7.91K","-0.07%"
"28-05-2013","20,160.82","20,056.28","20,209.82","19,963.23","8.68K","0.65%"
"27-05-2013","20,030.77","19,750.67","20,083.47","19,678.31","8.15K","1.66%"
"24-05-2013","19,704.33","19,765.32","19,833.14","19,568.49","10.92K","0.15%"
"23-05-2013","19,674.33","19,971.37","20,027.56","19,634.79","15.53K","-1.93%"
"22-05-2013","20,062.24","20,150.69","20,220.35","20,000.86","7.65K","-0.25%"
"21-05-2013","20,111.61","20,227.17","20,308.04","20,072.68","15.64K","-0.56%"
"20-05-2013","20,223.98","20,277.76","20,443.62","20,186.66","6.84K","-0.31%"
"17-05-2013","20,286.12","20,267.60","20,328.19","20,155.01","8.10K","0.19%"
"16-05-2013","20,247.33","20,167.93","20,326.48","20,162.12","9.62K","0.17%"
"15-05-2013","20,212.96","19,798.18","20,241.96","19,798.18","9.11K","2.49%"
"14-05-2013","19,722.29","19,715.80","19,831.79","19,652.69","7.14K","0.16%"
"13-05-2013","19,691.67","20,073.41","20,109.08","19,667.39","6.53K","-2.14%"
"11-05-2013","20,122.32","20,091.93","20,146.83","20,055.18","0.60K","0.20%"
"10-05-2013","20,082.62","19,911.08","20,119.14","19,908.80","7.94K","0.72%"
"09-05-2013","19,939.04","20,015.86","20,058.48","19,903.83","5.82K","-0.26%"
"08-05-2013","19,990.18","19,950.22","20,037.27","19,851.22","6.11K","0.51%"
"07-05-2013","19,888.95","19,697.33","19,917.88","19,697.33","8.25K","1.09%"
"06-05-2013","19,673.64","19,571.66","19,694.29","19,554.31","7.89K","0.50%"
"03-05-2013","19,575.64","19,707.95","19,744.85","19,542.63","11.56K","-0.81%"
"02-05-2013","19,735.77","19,459.33","19,792.00","19,451.26","9.31K","1.19%"
"30-04-2013","19,504.18","19,492.83","19,622.68","19,317.38","13.37K","0.60%"
"29-04-2013","19,387.50","19,306.67","19,428.94","19,284.40","9.13K","0.52%"
